name,Regression_Owner
cassandra_medusa.positive_tests.test_stats_quorum_copy.StatsQuorumCopyTest.test_stats_quorum_copy,Swapnil
cdp.zookeeper.zookeeper_resilience.test_zk_resilience.TestZkResilience.test_kill_service,Swapnil
cdp.stargate.power_cycling.test_crash.CrashTest~~~Encryption.test_all_svms_crash,Swapnil
cdp.stargate.power_cycling.test_crash.CrashTest~~~AES.test_all_hypervisors_crash,Swapnil
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest.test_io_integrity___svm_power_cycle,Swapnil
cdp.stargate.redhat_guest_cluster.test_rhel_guest_cluster.RHELGuestClusterTest.test_rhel_cluster_io_integrity___direct_attach_vg,Swapnil
cdp.stargate.power_cycling.test_crash.CrashTest.test_all_hypervisors_crash,Swapnil
cassandra_medusa.config_change_tests.io_integrity.test_ring_change_with_io_integrity.RingChangeWithIOIntegrityTest.test_ring_change_with_io_integrity___local_drc_crash_during_node_attach,Swapnil
cassandra_medusa.config_change_tests.io_integrity.test_ring_change_with_io_integrity.RingChangeWithIOIntegrityTest.test_ring_change_with_io_integrity___replica_drc_crash_during_node_attach,Swapnil
cassandra_medusa.delta_scan_tests.io_integrity.test_leadership_scan_with_io_integrity.LeadershipDeltaScanWithIOIntegrityTest.test_leadership_delta_scan_with_io_integrity___leadership_ping_pong_test,Swapnil
cdp.stargate.redhat_guest_cluster.test_rhel_guest_cluster.RHELGuestClusterTest.test_rhel_cluster_io_integrity___direct_attach_vg_with_vglb_vmotion,Swapnil
cdp.zookeeper.zk_migration.test_zk_migration.ZookeeperMigrationTestWithIOintegrity.test_io_integrity___with_zk_migration_follower,Swapnil
cdp.blockstore.xmount.test_xmount_recovery.XmountRecoveryTest.test_xmount_crash_recovery,Swapnil
cdp.blockstore.xmount.test_xmount.XmountTest.test_xmount___io_integrity,Swapnil
cdp.blockstore.xmount.test_xmount.XmountTest.test_xmount___ltp,Swapnil
cdp.medusa_nike.medusa_nike_integrity_tests.test_medusa_nike_integrity.MedusaNikeIntegrityTest.test_medusa_nike_integrity___cassandra_detach_attach_nonallflash_dcfs,Swapnil
cdp.hades.disk_operations.test_disk_operations.TestDiskOperations.test_remove_add_disk,Swapnil
cdp.gflag_whitelist.test_gflag_whitelisting.GflagWhitelistingTest.test_whitelisting_gflags_negative,Swapnil
cdp.hades.raid.test_raid_workflows.TestRaid.test_remove_add_raid_disk,Swapnil
cdp.gflag_whitelist.test_gflag_whitelisting.GflagWhitelistingTest.test_whitelisting_gflags___ttl,Swapnil
cdp.hades.ncc_tests.raid_health_check.test_raid_health_checks.RaidHealthChecks.test_degraded_raid,Swapnil
cdp.stargate.tiering.test_optane_upmigrate.TestOptaneUpmigrate.test_optane_upmigrate___sequential_write,Swapnil
cdp.stargate.tiering.test_optane_upmigrate.TestOptaneUpmigrate.test_optane_upmigrate___random_write,Swapnil
cdp.hades.disk_operator_tool.test_disk_operator_binary.TestDiskOperationsBinary.test_disk_operations,Swapnil
cdp.hades.disk_error_parser.test_disk_error_parser.TestDiskErrorParser.test_disk_error_parser,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_node_ops.TestNvmeHddNodeOps.test_hybrid_node_add_to_hybrid_cluster,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_node_ops.TestNvmeHddNodeOps.test_hybrid_node_add_to_blockstore_eligible_cluster,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_node_ops.TestNvmeHddNodeOps.test_hybrid_node_add_to_all_nvme_optane_cluster,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_disk_replacement.TestNvmeHddDiskReplacement.test_hdd_rolling_replacement_with_ssd,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_disk_replacement.TestNvmeHddDiskReplacement.test_hdd_removal_followed_by_replacement_with_ssd,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_disk_replacement.TestNvmeHddDiskReplacement.test_hdd_addition_on_all_flash_nvme_node,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_disk_replacement.TestNvmeHddDiskReplacement.test_offline_disk_addition_on_hybrid_node,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_disk_replacement.TestNvmeHddDiskReplacement.test_hdd_replacement_with_nvme,Swapnil
cdp.gflag_whitelist.test_gflag_whitelisting.GflagWhitelistingTest.test_whitelisting_gflags___manual_pruning,Swapnil
cdp.hades.nvme_hdd_support.test_nvme_hdd_node_ops.TestNvmeHddNodeOps.test_hybrid_node_add_to_hybrid_cluster_with_ssd_hdd,Swapnil
cdp.gflag_whitelist.test_gflag_whitelisting.GflagWhitelistingTest.test_whitelisting_gflags,Swapnil
cdp.hades.disk_health_monitor.test_disk_health_monitor.DiskHealthMonitorTest.test_disk_health_monitor,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_multiple_disk_replacement___higher_capacity_ssd_rma_node_detach_attach_ei,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_multiple_disk_replacement___higher_capacity_ssd_rma,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___lesser_capacity_ssd_capacity_upgrade,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___higher_capacity_ssd,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___higher_capacity_hdd_stop_zookeeper,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___higher_capacity_hdd_rolling_reboot,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___higher_capacity_blockstore_disk,Swapnil
cdp.hades.mount_tests.test_read_only_mount.ReadOnlyMountTest.test_read_only_mount_by_kernel,Swapnil
cdp.hades.disk_operations.test_disk_operations_multi_cluster.TestMultiClusterDiskOperations.test_disk_swap_between_clusters,Swapnil
cdp.hades.disk_operations.test_disk_operations.TestDiskOperations.test_remove_add_disk___different_node,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___same_capacity_ssd,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___lesser_capacity_ssd_rma,Swapnil
cdp.stargate.tiering.test_optane_upmigrate.TestOptaneUpmigrate.test_optane_upmigrate___random_read,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_varied_capacity_disk_replacement,Swapnil
cdp.stargate.mixed_capacity_support.test_mixed_cap.MixedCapacitySupportTest.test_disk_remove_add___higher_capacity_hdd,Swapnil
cdp.hades.disk_operations.test_disk_operations.TestDiskOperations.test_add_new_disk,Swapnil
cdp.hades.bad_disk_tests.test_bad_disk_on_reboot.HandleBadDiskTest.test_disk_partition_removal,Swapnil
cdp.stargate.ha.test_genesis_ha.GenesisHA.test_genesis_ha___stargate_down,Swapnil
cdp.stargate.ha.test_genesis_ha.GenesisHA.test_genesis_ha___stargate_crash,Swapnil
cdp.stargate.ha.test_genesis_ha.GenesisHA.test_genesis_ha___node_down,Swapnil
cdp.stargate.ha.test_genesis_ha.GenesisHA.test_genesis_ha___master_down,Swapnil
cdp.stargate.erasure_code.power_cycling.test_ec_power_cycle_io_integrity.ECPowerCycleIOIntegrityTest.test_io_integrity_svm_power_cycle___mixed,Swapnil
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_rack_configuration_absence_on_hyperv,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_hdd_sdd_removal_node_forwarding,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_disk_removal_forwarding_2,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_disk_removal_forwarding_1,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_random_node_forwarding,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_drc_down_2D_failure,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_1D_1N_serial_failure_cas_down,Swapnil
cassandra_medusa.one_node_one_disk_or_two_disk_ft_tests.io_integrity.test_cassandra_1n1d_2d_ft_with_io_integrity.CassandraOneNodeOneDiskOrTwoDiskFtTest.test_cassandra_1n1d_2d_ft_cluster___verify_2D_parallel_failure,Swapnil
cdp.zookeeper.zookeeper_containerization.test_zookeeper_containerization.ZookeeperContainerization.test_zookeeper_pods_smsp_ops,Swapnil
cdp.kvstore.mint_large_nike_kvstore.test_mint_large_nike.MintLargeNikeTest.test_mint_large_nike___nike_detach_attach_cassandra_detach_attach_dcfs_nonallflash,Swapnil
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_random_api_when_node_is_down,Swapnil
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_add_old_disk_to_zeus_api_when_disk_is_hotplugged,Swapnil
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_add_old_disk_to_zeus_api,Swapnil
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_led_api,Swapnil
cdp.blockstore.spdk.test_spdk_error_injection.TestSPDKErrorInjection.test_spdk_error_injection,Swapnil
cdp.blockstore.infrastructure.test_blockstore_infrastructure.TestBlockstoreInfrastructure.test_blockstore_remove_add_node___spdk,Swapnil
cdp.hades.disk_health_monitor.test_disk_health_monitor.DiskHealthMonitorTest.test_disk_health_monitor___nvme,Swapnil
cdp.blockstore.infrastructure.test_blockstore_infrastructure.TestBlockstoreInfrastructure.test_blockstore_remove_add_node,Swapnil
cdp.blockstore.infrastructure.test_blockstore_infrastructure.TestBlockstoreInfrastructure.test_blockstore_remove_add_disk___hotplug,Swapnil
cdp.blockstore.infrastructure.test_blockstore_configuration.TestBlockstoreConfiguration.test_blockstore_configuration,Swapnil
cdp.blockstore.infrastructure.test_blockstore_infrastructure.TestBlockstoreInfrastructure.test_blockstore_remove_add_disk,Swapnil
cdp.blockstore.infrastructure.test_blockstore_configuration.TestBlockstoreConfiguration.test_blockstore_configuration___ext4,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster___svm_pc,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster___node_pc,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster___egei,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_cluster_operations,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_node_remove_and_add,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_rolling_reboot,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_hades_error_injection,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_genesis_restart,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_bar0_disk_missing_scenario,Swapnil
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_data_disk_missing_cluster_create,Swapnil
infrastructure.network_segmentation.test_ha.HighAvailability~~~data_in_transit.test_hypervisor_ha,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_snb_cluster_hdd_removal,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_snb_cluster_ssd_removal,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_snb_cluster_override_ssd_removal,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster___ei,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_two_to_three_node_with_io_integrity___witness_rpc_metadata_disk_removal,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_from_one_to_four_node_with_io_integrity___witness_rpc,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_two_to_three_node_with_io_integrity___witness_rpc,Swapnil
cdp.stargate.single_node_backup.test_single_node_backup.SNBRetrieveTest.test_retrieve_snapshot_from_snb_cluster___nei,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_two_to_three_to_four_node_with_io_integrity___witness_rpc,Swapnil
robo.robo_add_remove_node.test_robo_add_node.RoboAddNodeToTwoNodeTest.test_robo_add_node_to_two_node___witness_rpc,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_pc_unavailability,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_pc_fault_tolerance,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_mantle_key_workflow,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_rekey,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_cluster_restart,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_ekm_to_pckm_conversion,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_download_pe_encryption_keys_from_pc,Swapnil
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_background_encryption_robo_cluster,Swapnil
robo.robo_add_remove_node.test_robo_remove_node_from_two_node_with_io_integrity.RoboRemoveNodeFromTwoNodeWithIOIntegrityTest.test_robo_remove_node_two_node_with_io_integrity___witness_pckm_encryption,Swapnil
robo.robo_two_node.test_robo_two_node_with_io_integrity.RoboTwoNodeWithIOIntegrityTest.test_robo_two_node_with_io_integrity___two_node_ei_on_one_node_test_with_encryption,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_two_to_three_node_with_io_integrity___witness_rpc_cassandra_stop,Swapnil
robo.robo_add_remove_node.test_robo_add_node_with_io_integrity.RoboAddNodeWithIOIntegrityTest.test_robo_two_to_three_node_with_io_integrity___witness_rpc_drc_stop,Swapnil
robo.robo_single_node.test_robo_single_node_with_io_integrity.RoboSingleNodeWithIOIntegrityTest.test_robo_single_node_with_io_integrity___single_node_metadata_disk_replacement_with_encryption,Swapnil
robo.robo_single_node.test_robo_single_node_with_io_integrity.RoboSingleNodeWithIOIntegrityTest.test_robo_single_node_with_io_integrity___single_node_integrity_with_encryption,Swapnil
robo.robo_two_node.test_robo_two_node_with_io_integrity.RoboTwoNodeWithIOIntegrityTest.test_robo_two_node_with_io_integrity___two_node_witness_vm,Swapnil
robo.robo_two_node.test_robo_two_node_with_io_integrity.RoboTwoNodeWithIOIntegrityTest.test_robo_two_node_with_io_integrity___two_node_split_brain_scenario,Swapnil
robo.robo_two_node.test_robo_two_node_with_io_integrity.RoboTwoNodeWithIOIntegrityTest.test_robo_two_node_with_io_integrity___two_node_one_metadata_disk_replacement_on_both_nodes,Swapnil
robo.robo_two_node.test_robo_two_node_with_io_integrity.RoboTwoNodeWithIOIntegrityTest.test_robo_two_node_with_io_integrity___two_node_one_metadata_disk_replacement,Swapnil
